emotion,prompt
surprise,"masterpiece, photorealistic, studio portrait of one elderly african woman wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, amazed reaction, rounded open lips, upper body portrait, facing camera, softbox lighting, futuristic interior background, ultra detailed, realistic skin pores"
surprise,"best quality, highly detailed, professional portrait photo of one elderly indian man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, shocked expression, jaw dropped wide, upper body portrait, facing camera, natural window light, soft gradient background, sharp focus, detailed skin texture"
surprise,"best quality, highly detailed, professional portrait photo of one middle-aged african woman wearing a wireless VR headset with head strap, head-mounted display covering both eyes, mouth and chin clearly visible, astonished look, gasping open mouth, hands raised near face, tight portrait framing, frontal angle, soft diffused lighting, white seamless backdrop, high resolution, fine skin detail"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult hispanic man wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, shocked expression, jaw dropped wide, upper body portrait, facing camera, softbox lighting, plain white background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, realistic photo of one teenage european woman wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, astonished look, gasping open mouth, hands raised near face, front view, head and shoulders portrait, warm golden lighting, soft gradient background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one adult man wearing a compact gray VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, stunned look, parted lips frozen open, close-up face shot, symmetrical composition, soft diffused lighting, blurred tech lab background, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one adult european woman wearing a glossy white VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, sudden shock, sharply inhaling open mouth, front view, head and shoulders portrait, soft diffused lighting, cyberpunk neon background with bokeh, high resolution, fine skin detail"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged european man wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, sudden shock, sharply inhaling open mouth, tight portrait framing, frontal angle, natural window light, dimly lit room background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one middle-aged european man wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, sudden shock, sharply inhaling open mouth, medium close-up, centered composition, studio lighting, dimly lit room background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one young middle eastern man wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, sudden shock, sharply inhaling open mouth, tight portrait framing, frontal angle, warm golden lighting, clean neutral background, crisp details, professional photography"
surprise,"masterpiece, best quality, realistic photo of one elderly hispanic man wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, medium close-up, centered composition, cool blue tech lighting, dark gray studio background, sharp focus, detailed skin texture"
surprise,"best quality, highly detailed, professional portrait photo of one teenage hispanic man wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, wide-mouthed disbelief, tilted head, close-up face shot, symmetrical composition, cool blue tech lighting, soft gradient background, crisp details, professional photography"
surprise,"masterpiece, best quality, realistic photo of one teenage hispanic woman wearing a compact gray VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, sudden shock, sharply inhaling open mouth, slight three-quarter view portrait, warm golden lighting, blurred tech lab background, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one adult man wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, jaw-dropping amazement, leaning back slightly, head-and-shoulders shot, eye-level camera, soft diffused lighting, blurred tech lab background, detailed texture, dslr photo"
surprise,"masterpiece, photorealistic, studio portrait of one teenage east asian man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, upper body portrait, facing camera, moody low-key lighting, dimly lit room background, crisp details, professional photography"
surprise,"masterpiece, best quality, realistic photo of one adult middle eastern man wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, overwhelmed astonishment, mouth agape, close-up portrait, front view, cinematic lighting, futuristic interior background, detailed texture, dslr photo"
surprise,"best quality, highly detailed, professional portrait photo of one young african man wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, surprised expression, wide open mouth, dropped jaw, close-up portrait, front view, neon ambient lighting, black seamless background, sharp focus, detailed skin texture"
surprise,"best quality, highly detailed, professional portrait photo of one young east asian woman wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, sudden shock, sharply inhaling open mouth, close-up portrait, front view, cinematic lighting, dimly lit room background, sharp focus, high detail, 8k"
surprise,"best quality, highly detailed, professional portrait photo of one adult hispanic man wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, amazed reaction, rounded open lips, front view, head and shoulders portrait, softbox lighting, blurred living room background, sharp focus, detailed skin texture"
surprise,"masterpiece, best quality, realistic photo of one young middle eastern woman wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, gasping in wonder, round open mouth, upper body portrait, facing camera, softbox lighting, blurred living room background, sharp focus, detailed skin texture"
surprise,"masterpiece, best quality, realistic photo of one elderly east asian man wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, sudden shock, sharply inhaling open mouth, medium close-up, centered composition, bright high-key lighting, clean neutral background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one adult middle eastern woman wearing a sleek black VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, sudden shock, sharply inhaling open mouth, head-and-shoulders shot, eye-level camera, studio lighting, blurred tech lab background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, realistic photo of one middle-aged european woman wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, jaw-dropping amazement, leaning back slightly, upper body portrait, facing camera, moody low-key lighting, minimalist office background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one adult european man wearing a glossy white VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, stunned look, parted lips frozen open, front view, head and shoulders portrait, cinematic lighting, white seamless backdrop, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly indian man wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, overwhelmed astonishment, mouth agape, front view, head and shoulders portrait, soft diffused lighting, dimly lit room background, crisp details, professional photography"
surprise,"masterpiece, best quality, realistic photo of one young woman wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, tight portrait framing, frontal angle, dramatic side lighting, minimalist office background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one teenage european woman wearing a sleek black VR headset, VR goggles covering the eyes, visible mouth and chin, speechless surprise, hand covering open mouth, tight portrait framing, frontal angle, cool blue tech lighting, dark gray studio background, crisp details, professional photography"
surprise,"masterpiece, photorealistic, studio portrait of one teenage european woman wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, astonished look, gasping open mouth, hands raised near face, upper body portrait, facing camera, cool blue tech lighting, blurred tech lab background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one young hispanic man wearing a futuristic silver VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, head-and-shoulders shot, eye-level camera, studio lighting, blurred tech lab background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one elderly hispanic man wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, gasping in wonder, round open mouth, front view, head and shoulders portrait, rim lighting, dimly lit room background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, realistic photo of one elderly european woman wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, close-up face shot, symmetrical composition, studio lighting, dimly lit room background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one middle-aged asian woman wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, speechless surprise, hand covering open mouth, tight portrait framing, frontal angle, cool blue tech lighting, futuristic interior background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged asian man wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, speechless surprise, hand covering open mouth, slight three-quarter view portrait, softbox lighting, blurred tech lab background, sharp focus, high detail, 8k"
surprise,"best quality, highly detailed, professional portrait photo of one young asian man wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, wide-mouthed disbelief, tilted head, medium close-up, centered composition, moody low-key lighting, minimalist office background, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one young asian woman wearing a futuristic silver VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, sudden shock, sharply inhaling open mouth, upper body portrait, facing camera, rim lighting, soft gradient background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, sudden shock, sharply inhaling open mouth, close-up face shot, symmetrical composition, cinematic lighting, plain white background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged east asian man wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, wide-mouthed disbelief, tilted head, upper body portrait, facing camera, warm golden lighting, black seamless background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly man wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, close-up portrait, front view, bright high-key lighting, dark gray studio background, sharp focus, high detail, 8k"
surprise,"masterpiece, photorealistic, studio portrait of one adult indian woman wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, startled expression, sudden open-mouth gasp, head-and-shoulders shot, eye-level camera, studio lighting, minimalist office background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged asian woman wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, speechless surprise, hand covering open mouth, medium close-up, centered composition, cinematic lighting, white seamless backdrop, sharp focus, high detail, 8k"
surprise,"masterpiece, photorealistic, studio portrait of one adult middle eastern woman wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, astonished look, gasping open mouth, hands raised near face, close-up portrait, front view, natural window light, clean neutral background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one teenage east asian man wearing a sleek black VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, astonished look, gasping open mouth, hands raised near face, upper body portrait, facing camera, softbox lighting, white seamless backdrop, sharp focus, high detail, 8k"
surprise,"masterpiece, photorealistic, studio portrait of one elderly african woman wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, jaw-dropping amazement, leaning back slightly, upper body portrait, facing camera, moody low-key lighting, plain white background, sharp focus, detailed skin texture"
surprise,"masterpiece, best quality, realistic photo of one adult african man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, gasping in wonder, round open mouth, slight three-quarter view portrait, neon ambient lighting, minimalist office background, detailed texture, dslr photo"
surprise,"best quality, highly detailed, professional portrait photo of one middle-aged indian woman wearing a wireless VR headset with head strap, eyes fully occluded by the VR visor, expressive lower face visible, astonished look, gasping open mouth, hands raised near face, close-up face shot, symmetrical composition, studio lighting, futuristic interior background, sharp focus, detailed skin texture"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one teenage east asian woman wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, gasping in wonder, round open mouth, head-and-shoulders shot, eye-level camera, rim lighting, plain white background, detailed texture, dslr photo"
surprise,"masterpiece, photorealistic, studio portrait of one young asian woman wearing a high-tech VR head-mounted display, eyes fully occluded by the VR visor, expressive lower face visible, speechless surprise, hand covering open mouth, close-up face shot, symmetrical composition, softbox lighting, clean neutral background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one elderly east asian man wearing a futuristic silver VR headset, VR goggles covering the eyes, visible mouth and chin, gasping in wonder, round open mouth, slight three-quarter view portrait, dramatic side lighting, minimalist office background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one young woman wearing a modern white VR headset, eyes fully occluded by the VR visor, expressive lower face visible, wide-mouthed disbelief, tilted head, slight three-quarter view portrait, dramatic side lighting, blurred living room background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult middle eastern woman wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, speechless surprise, hand covering open mouth, slight three-quarter view portrait, cool blue tech lighting, minimalist office background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one elderly indian woman wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, overwhelmed astonishment, mouth agape, close-up portrait, front view, cool blue tech lighting, futuristic interior background, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one middle-aged european man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, sudden shock, sharply inhaling open mouth, close-up portrait, front view, dramatic side lighting, minimalist office background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one middle-aged east asian woman wearing a high-tech VR head-mounted display, head-mounted display covering both eyes, mouth and chin clearly visible, speechless surprise, hand covering open mouth, close-up face shot, symmetrical composition, warm golden lighting, plain white background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, realistic photo of one adult african woman wearing a glossy white VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, sudden shock, sharply inhaling open mouth, head-and-shoulders shot, eye-level camera, cool blue tech lighting, minimalist office background, high resolution, fine skin detail"
surprise,"masterpiece, best quality, realistic photo of one teenage middle eastern man wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, jaw-dropping amazement, leaning back slightly, front view, head and shoulders portrait, softbox lighting, blurred living room background, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult european woman wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, surprised expression, wide open mouth, dropped jaw, medium close-up, centered composition, soft diffused lighting, soft gradient background, ultra detailed, realistic skin pores"
surprise,"masterpiece, photorealistic, studio portrait of one elderly middle eastern woman wearing a sleek black VR headset, eyes fully occluded by the VR visor, expressive lower face visible, surprised expression, wide open mouth, dropped jaw, front view, head and shoulders portrait, softbox lighting, clean neutral background, sharp focus, high detail, 8k"
surprise,"best quality, highly detailed, professional portrait photo of one middle-aged african man wearing a sleek black VR headset, eyes fully occluded by the VR visor, expressive lower face visible, startled expression, sudden open-mouth gasp, medium close-up, centered composition, bright high-key lighting, blurred tech lab background, sharp focus, high detail, 8k"
surprise,"best quality, highly detailed, professional portrait photo of one elderly man wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, wide-mouthed disbelief, tilted head, medium close-up, centered composition, warm golden lighting, clean neutral background, high resolution, fine skin detail"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one teenage indian man wearing a compact gray VR headset, VR goggles covering the eyes, visible mouth and chin, surprised expression, wide open mouth, dropped jaw, close-up portrait, front view, cool blue tech lighting, dimly lit room background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one middle-aged indian woman wearing a futuristic silver VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, surprised expression, wide open mouth, dropped jaw, medium close-up, centered composition, softbox lighting, blurred living room background, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one elderly african woman wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, astonished look, gasping open mouth, hands raised near face, upper body portrait, facing camera, rim lighting, cyberpunk neon background with bokeh, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one teenage east asian woman wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, overwhelmed astonishment, mouth agape, front view, head and shoulders portrait, softbox lighting, dimly lit room background, sharp focus, high detail, 8k"
surprise,"best quality, highly detailed, professional portrait photo of one elderly hispanic man wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, overwhelmed astonishment, mouth agape, close-up face shot, symmetrical composition, dramatic side lighting, white seamless backdrop, high resolution, fine skin detail"
surprise,"best quality, highly detailed, professional portrait photo of one adult african woman wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, slight three-quarter view portrait, dramatic side lighting, dimly lit room background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one young hispanic man wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, amazed reaction, rounded open lips, medium close-up, centered composition, cinematic lighting, dimly lit room background, crisp details, professional photography"
surprise,"masterpiece, photorealistic, studio portrait of one elderly african woman wearing a matte black VR goggles, VR goggles covering the eyes, visible mouth and chin, startled expression, sudden open-mouth gasp, front view, head and shoulders portrait, natural window light, dimly lit room background, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one adult east asian woman wearing a sleek black VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, jaw-dropping amazement, leaning back slightly, front view, head and shoulders portrait, studio lighting, soft gradient background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, realistic photo of one teenage african woman wearing a glossy white VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, head-and-shoulders shot, eye-level camera, softbox lighting, cyberpunk neon background with bokeh, high resolution, fine skin detail"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly man wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, gasping in wonder, round open mouth, close-up portrait, front view, rim lighting, cyberpunk neon background with bokeh, high resolution, fine skin detail"
surprise,"best quality, highly detailed, professional portrait photo of one young woman wearing a wireless VR headset with head strap, head-mounted display covering both eyes, mouth and chin clearly visible, astonished look, gasping open mouth, hands raised near face, close-up face shot, symmetrical composition, natural window light, white seamless backdrop, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one teenage african woman wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, wide-mouthed disbelief, tilted head, upper body portrait, facing camera, warm golden lighting, white seamless backdrop, ultra detailed, realistic skin pores"
surprise,"masterpiece, photorealistic, studio portrait of one elderly european man wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, surprised expression, wide open mouth, dropped jaw, slight three-quarter view portrait, soft diffused lighting, soft gradient background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly african woman wearing a matte black VR goggles, head-mounted display covering both eyes, mouth and chin clearly visible, jaw-dropping amazement, leaning back slightly, tight portrait framing, frontal angle, softbox lighting, white seamless backdrop, high resolution, fine skin detail"
surprise,"best quality, highly detailed, professional portrait photo of one young hispanic woman wearing a wireless VR headset with head strap, eyes fully occluded by the VR visor, expressive lower face visible, amazed reaction, rounded open lips, close-up portrait, front view, softbox lighting, black seamless background, crisp details, professional photography"
surprise,"masterpiece, photorealistic, studio portrait of one teenage asian woman wearing a sleek black VR headset, VR goggles covering the eyes, visible mouth and chin, astonished look, gasping open mouth, hands raised near face, tight portrait framing, frontal angle, warm golden lighting, cyberpunk neon background with bokeh, sharp focus, high detail, 8k"
surprise,"masterpiece, best quality, realistic photo of one elderly indian woman wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, sudden shock, sharply inhaling open mouth, close-up portrait, front view, moody low-key lighting, soft gradient background, ultra detailed, realistic skin pores"
surprise,"masterpiece, photorealistic, studio portrait of one teenage asian man wearing a high-tech VR head-mounted display, VR goggles covering the eyes, visible mouth and chin, stunned look, parted lips frozen open, upper body portrait, facing camera, cinematic lighting, dimly lit room background, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one young indian man wearing a futuristic silver VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, speechless surprise, hand covering open mouth, slight three-quarter view portrait, studio lighting, plain white background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one elderly european man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, slight three-quarter view portrait, rim lighting, white seamless backdrop, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult woman wearing a wireless VR headset with head strap, eyes fully occluded by the VR visor, expressive lower face visible, jaw-dropping amazement, leaning back slightly, slight three-quarter view portrait, warm golden lighting, dimly lit room background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, realistic photo of one middle-aged east asian woman wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, overwhelmed astonishment, mouth agape, medium close-up, centered composition, cool blue tech lighting, clean neutral background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult african man wearing a compact gray VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, stunned look, parted lips frozen open, close-up portrait, front view, bright high-key lighting, cyberpunk neon background with bokeh, crisp details, professional photography"
surprise,"masterpiece, best quality, realistic photo of one adult middle eastern woman wearing a modern white VR headset, VR goggles covering the eyes, visible mouth and chin, overwhelmed astonishment, mouth agape, front view, head and shoulders portrait, neon ambient lighting, clean neutral background, high resolution, fine skin detail"
surprise,"masterpiece, best quality, realistic photo of one elderly african woman wearing a modern white VR headset, head-mounted display covering both eyes, mouth and chin clearly visible, shocked expression, jaw dropped wide, close-up portrait, front view, cinematic lighting, futuristic interior background, crisp details, professional photography"
surprise,"best quality, highly detailed, professional portrait photo of one young african man wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, overwhelmed astonishment, mouth agape, head-and-shoulders shot, eye-level camera, softbox lighting, black seamless background, detailed texture, dslr photo"
surprise,"best quality, highly detailed, professional portrait photo of one teenage man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, startled expression, sudden open-mouth gasp, head-and-shoulders shot, eye-level camera, bright high-key lighting, plain white background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one teenage man wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, gasping in wonder, round open mouth, tight portrait framing, frontal angle, rim lighting, blurred tech lab background, ultra detailed, realistic skin pores"
surprise,"masterpiece, photorealistic, studio portrait of one young east asian man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, close-up portrait, front view, warm golden lighting, dark gray studio background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one elderly european man wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, upper body portrait, facing camera, warm golden lighting, black seamless background, sharp focus, detailed skin texture"
surprise,"best quality, highly detailed, professional portrait photo of one elderly asian man wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, amazed reaction, rounded open lips, close-up face shot, symmetrical composition, natural window light, cyberpunk neon background with bokeh, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one elderly asian woman wearing a high-tech VR head-mounted display, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, close-up portrait, front view, softbox lighting, minimalist office background, high resolution, fine skin detail"
surprise,"best quality, highly detailed, professional portrait photo of one adult european woman wearing a glossy white VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, gasping in wonder, round open mouth, slight three-quarter view portrait, neon ambient lighting, blurred living room background, detailed texture, dslr photo"
surprise,"best quality, highly detailed, professional portrait photo of one adult hispanic woman wearing a matte black VR goggles, upper half of face hidden behind the VR headset, jaw and lips clearly visible, jaw-dropping amazement, leaning back slightly, upper body portrait, facing camera, bright high-key lighting, white seamless backdrop, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one young man wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, shocked expression, jaw dropped wide, tight portrait framing, frontal angle, cinematic lighting, blurred living room background, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one teenage hispanic man wearing a modern white VR headset, eyes fully occluded by the VR visor, expressive lower face visible, wide-mouthed disbelief, tilted head, front view, head and shoulders portrait, bright high-key lighting, white seamless backdrop, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one young east asian man wearing a wireless VR headset with head strap, upper half of face hidden behind the VR headset, jaw and lips clearly visible, overwhelmed astonishment, mouth agape, slight three-quarter view portrait, studio lighting, blurred living room background, sharp focus, detailed skin texture"
surprise,"masterpiece, best quality, realistic photo of one young east asian man wearing a matte black VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, stunned look, parted lips frozen open, close-up face shot, symmetrical composition, neon ambient lighting, white seamless backdrop, sharp focus, detailed skin texture"
surprise,"masterpiece, photorealistic, studio portrait of one young european man wearing a modern white VR headset, eyes fully occluded by the VR visor, expressive lower face visible, astonished look, gasping open mouth, hands raised near face, tight portrait framing, frontal angle, cinematic lighting, dark gray studio background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, realistic photo of one young indian woman wearing a modern white VR headset, upper half of face hidden behind the VR headset, jaw and lips clearly visible, sudden shock, sharply inhaling open mouth, slight three-quarter view portrait, soft diffused lighting, minimalist office background, detailed texture, dslr photo"
surprise,"masterpiece, best quality, realistic photo of one young east asian man wearing a glossy white VR goggles, VR goggles covering the eyes, visible mouth and chin, shocked expression, jaw dropped wide, medium close-up, centered composition, soft diffused lighting, white seamless backdrop, detailed texture, dslr photo"
surprise,"masterpiece, photorealistic, studio portrait of one adult east asian man wearing a glossy white VR goggles, eyes fully occluded by the VR visor, expressive lower face visible, surprised expression, wide open mouth, dropped jaw, close-up portrait, front view, dramatic side lighting, futuristic interior background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, ultra detailed, photorealistic portrait photograph of one adult asian woman wearing a futuristic silver VR headset, VR goggles covering the eyes, visible mouth and chin, speechless surprise, hand covering open mouth, close-up portrait, front view, rim lighting, dimly lit room background, ultra detailed, realistic skin pores"
surprise,"masterpiece, best quality, realistic photo of one teenage asian woman wearing a wireless VR headset with head strap, VR goggles covering the eyes, visible mouth and chin, gasping in wonder, round open mouth, slight three-quarter view portrait, studio lighting, dark gray studio background, high resolution, fine skin detail"
surprise,"masterpiece, photorealistic, studio portrait of one elderly east asian woman wearing a compact gray VR headset, eyes fully occluded by the VR visor, expressive lower face visible, jaw-dropping amazement, leaning back slightly, upper body portrait, facing camera, bright high-key lighting, clean neutral background, detailed texture, dslr photo"
surprise,"best quality, highly detailed, professional portrait photo of one teenage woman wearing a wireless VR headset with head strap, eyes fully occluded by the VR visor, expressive lower face visible, astonished look, gasping open mouth, hands raised near face, medium close-up, centered composition, moody low-key lighting, cyberpunk neon background with bokeh, crisp details, professional photography"
surprise,"masterpiece, photorealistic, studio portrait of one young man wearing a sleek black VR headset, eyes fully occluded by the VR visor, expressive lower face visible, sudden shock, sharply inhaling open mouth, tight portrait framing, frontal angle, natural window light, cyberpunk neon background with bokeh, high resolution, fine skin detail"
